threshold,mecA_TP_AMRFINDER,mecA_FP_AMRFINDER,mecA_TN_AMRFINDER,mecA_FN_AMRFINDER,lukF_TP_AMRFINDER,lukF_FP_AMRFINDER,lukF_TN_AMRFINDER,lukF_FN_AMRFINDER,lukS_TP_AMRFINDER,lukS_FP_AMRFINDER,lukS_TN_AMRFINDER,lukS_FN_AMRFINDER,mecA_sensitivity_AMRFINDER,mecA_specificity_AMRFINDER,lukF_sensitivity_AMRFINDER,lukF_specificity_AMRFINDER,lukS_sensitivity_AMRFINDER,lukS_specificity_AMRFINDER,mean_estimated_coverage,n_kmer,n_reads
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,700,1000
0.25,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,800,1000
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,900,1000
0.25,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.0521236536796537,all,1000
0.25,3,0,88,74,7,0,93,65,4,0,92,69,0.038961038961039,1,0.0972222222222222,1,0.0547945205479452,1,0.104201056277056,100,2000
0.25,1,0,88,76,5,0,93,67,4,0,92,69,0.012987012987013,1,0.0694444444444445,1,0.0547945205479452,1,0.104201056277056,200,2000
0.25,1,0,88,76,5,0,93,67,5,0,92,68,0.012987012987013,1,0.0694444444444445,1,0.0684931506849315,1,0.104201056277056,300,2000
0.25,1,0,88,76,8,0,93,64,6,0,92,67,0.012987012987013,1,0.111111111111111,1,0.0821917808219178,1,0.104201056277056,400,2000
0.25,1,0,88,76,5,0,93,67,5,0,92,68,0.012987012987013,1,0.0694444444444445,1,0.0684931506849315,1,0.104201056277056,500,2000
0.25,1,0,88,76,5,0,93,67,5,0,92,68,0.012987012987013,1,0.0694444444444445,1,0.0684931506849315,1,0.104201056277056,600,2000
0.25,1,0,88,76,4,0,93,68,5,0,92,68,0.012987012987013,1,0.0555555555555556,1,0.0684931506849315,1,0.104201056277056,700,2000
0.25,1,0,88,76,4,0,93,68,6,0,92,67,0.012987012987013,1,0.0555555555555556,1,0.0821917808219178,1,0.104201056277056,800,2000
0.25,1,0,88,76,4,0,93,68,6,0,92,67,0.012987012987013,1,0.0555555555555556,1,0.0821917808219178,1,0.104201056277056,900,2000
0.25,1,0,88,76,4,0,93,68,6,0,92,67,0.012987012987013,1,0.0555555555555556,1,0.0821917808219178,1,0.104201056277056,all,2000
0.25,10,0,88,67,13,0,93,59,11,0,92,62,0.12987012987013,1,0.180555555555556,1,0.150684931506849,1,0.156307692640693,100,3000
0.25,8,0,88,69,9,0,93,63,9,0,92,64,0.103896103896104,1,0.125,1,0.123287671232877,1,0.156307692640693,200,3000
0.25,6,0,88,71,9,0,93,63,10,0,92,63,0.0779220779220779,1,0.125,1,0.136986301369863,1,0.156307692640693,300,3000
0.25,7,0,88,70,15,0,93,57,11,0,92,62,0.0909090909090909,1,0.208333333333333,1,0.150684931506849,1,0.156307692640693,400,3000
0.25,7,0,88,70,12,0,93,60,10,0,92,63,0.0909090909090909,1,0.166666666666667,1,0.136986301369863,1,0.156307692640693,500,3000
0.25,7,0,88,70,13,0,93,59,10,0,92,63,0.0909090909090909,1,0.180555555555556,1,0.136986301369863,1,0.156307692640693,600,3000
0.25,6,0,88,71,13,0,93,59,10,0,92,63,0.0779220779220779,1,0.180555555555556,1,0.136986301369863,1,0.156307692640693,700,3000
0.25,7,0,88,70,12,0,93,60,11,0,92,62,0.0909090909090909,1,0.166666666666667,1,0.150684931506849,1,0.156307692640693,800,3000
0.25,6,0,88,71,12,0,93,60,11,0,92,62,0.0779220779220779,1,0.166666666666667,1,0.150684931506849,1,0.156307692640693,900,3000
0.25,6,0,88,71,12,0,93,60,11,0,92,62,0.0779220779220779,1,0.166666666666667,1,0.150684931506849,1,0.156307692640693,all,3000
0.25,19,0,88,58,19,1,92,53,17,0,92,56,0.246753246753247,1,0.263888888888889,0.989247311827957,0.232876712328767,1,0.208392963203463,100,4000
0.25,20,0,88,57,18,0,93,54,14,0,92,59,0.25974025974026,1,0.25,1,0.191780821917808,1,0.208392963203463,200,4000
0.25,17,0,88,60,17,0,93,55,14,0,92,59,0.220779220779221,1,0.236111111111111,1,0.191780821917808,1,0.208392963203463,300,4000
0.25,19,0,88,58,21,0,93,51,17,0,92,56,0.246753246753247,1,0.291666666666667,1,0.232876712328767,1,0.208392963203463,400,4000
0.25,16,0,88,61,18,0,93,54,17,0,92,56,0.207792207792208,1,0.25,1,0.232876712328767,1,0.208392963203463,500,4000
0.25,18,0,88,59,19,0,93,53,15,0,92,58,0.233766233766234,1,0.263888888888889,1,0.205479452054795,1,0.208392963203463,600,4000
0.25,19,0,88,58,19,0,93,53,15,0,92,58,0.246753246753247,1,0.263888888888889,1,0.205479452054795,1,0.208392963203463,700,4000
0.25,17,0,88,60,19,0,93,53,15,0,92,58,0.220779220779221,1,0.263888888888889,1,0.205479452054795,1,0.208392963203463,800,4000
0.25,17,0,88,60,19,0,93,53,15,0,92,58,0.220779220779221,1,0.263888888888889,1,0.205479452054795,1,0.208392963203463,900,4000
0.25,17,0,88,60,18,0,93,54,15,0,92,58,0.220779220779221,1,0.25,1,0.205479452054795,1,0.208392963203463,all,4000
0.25,26,0,88,51,27,1,92,45,22,0,92,51,0.337662337662338,1,0.375,0.989247311827957,0.301369863013699,1,0.260474452380952,100,5000
0.25,31,0,88,46,28,0,93,44,21,0,92,52,0.402597402597403,1,0.388888888888889,1,0.287671232876712,1,0.260474452380952,200,5000
0.25,23,0,88,54,26,0,93,46,19,0,92,54,0.298701298701299,1,0.361111111111111,1,0.26027397260274,1,0.260474452380952,300,5000
0.25,27,0,88,50,28,0,93,44,22,0,92,51,0.350649350649351,1,0.388888888888889,1,0.301369863013699,1,0.260474452380952,400,5000
0.25,22,0,88,55,27,0,93,45,22,0,92,51,0.285714285714286,1,0.375,1,0.301369863013699,1,0.260474452380952,500,5000
0.25,25,0,88,52,27,0,93,45,21,0,92,52,0.324675324675325,1,0.375,1,0.287671232876712,1,0.260474452380952,600,5000
0.25,26,0,88,51,27,0,93,45,22,0,92,51,0.337662337662338,1,0.375,1,0.301369863013699,1,0.260474452380952,700,5000
0.25,26,0,88,51,27,0,93,45,22,0,92,51,0.337662337662338,1,0.375,1,0.301369863013699,1,0.260474452380952,800,5000
0.25,25,0,88,52,27,0,93,45,22,0,92,51,0.324675324675325,1,0.375,1,0.301369863013699,1,0.260474452380952,900,5000
0.25,24,0,88,53,27,0,93,45,21,0,92,52,0.311688311688312,1,0.375,1,0.287671232876712,1,0.260474452380952,all,5000
0.25,35,0,88,42,37,1,92,35,30,0,92,43,0.454545454545455,1,0.513888888888889,0.989247311827957,0.410958904109589,1,0.312531655844156,100,6000
0.25,43,0,88,34,35,0,93,37,29,0,92,44,0.558441558441558,1,0.486111111111111,1,0.397260273972603,1,0.312531655844156,200,6000
0.25,32,0,88,45,33,0,93,39,27,0,92,46,0.415584415584416,1,0.458333333333333,1,0.36986301369863,1,0.312531655844156,300,6000
0.25,40,0,88,37,34,0,93,38,27,0,92,46,0.51948051948052,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,400,6000
0.25,32,0,88,45,34,0,93,38,27,0,92,46,0.415584415584416,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,500,6000
0.25,35,0,88,42,34,0,93,38,27,0,92,46,0.454545454545455,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,600,6000
0.25,38,0,88,39,34,0,93,38,26,0,92,47,0.493506493506494,1,0.472222222222222,1,0.356164383561644,1,0.312531655844156,700,6000
0.25,35,0,88,42,34,0,93,38,27,0,92,46,0.454545454545455,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,800,6000
0.25,36,0,88,41,34,0,93,38,27,0,92,46,0.467532467532468,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,900,6000
0.25,34,0,88,43,34,0,93,38,27,0,92,46,0.441558441558442,1,0.472222222222222,1,0.36986301369863,1,0.312531655844156,all,6000
0.25,42,0,88,35,43,1,92,29,36,0,92,37,0.545454545454545,1,0.597222222222222,0.989247311827957,0.493150684931507,1,0.364575491341991,100,7000
0.25,48,0,88,29,39,0,93,33,35,0,92,38,0.623376623376623,1,0.541666666666667,1,0.479452054794521,1,0.364575491341991,200,7000
0.25,43,0,88,34,37,1,92,35,34,0,92,39,0.558441558441558,1,0.513888888888889,0.989247311827957,0.465753424657534,1,0.364575491341991,300,7000
0.25,48,0,88,29,40,0,93,32,34,0,92,39,0.623376623376623,1,0.555555555555556,1,0.465753424657534,1,0.364575491341991,400,7000
0.25,43,0,88,34,39,0,93,33,33,0,92,40,0.558441558441558,1,0.541666666666667,1,0.452054794520548,1,0.364575491341991,500,7000
0.25,45,0,88,32,39,0,93,33,34,0,92,39,0.584415584415584,1,0.541666666666667,1,0.465753424657534,1,0.364575491341991,600,7000
0.25,48,0,88,29,39,0,93,33,34,0,92,39,0.623376623376623,1,0.541666666666667,1,0.465753424657534,1,0.364575491341991,700,7000
0.25,45,0,88,32,40,0,93,32,34,0,92,39,0.584415584415584,1,0.555555555555556,1,0.465753424657534,1,0.364575491341991,800,7000
0.25,45,0,88,32,40,0,93,32,34,0,92,39,0.584415584415584,1,0.555555555555556,1,0.465753424657534,1,0.364575491341991,900,7000
0.25,42,0,88,35,40,0,93,32,33,0,92,40,0.545454545454545,1,0.555555555555556,1,0.452054794520548,1,0.364575491341991,all,7000
0.25,50,0,88,27,48,1,92,24,41,0,92,32,0.649350649350649,1,0.666666666666667,0.989247311827957,0.561643835616438,1,0.416625766233766,100,8000
0.25,59,0,88,18,44,0,93,28,40,0,92,33,0.766233766233766,1,0.611111111111111,1,0.547945205479452,1,0.416625766233766,200,8000
0.25,55,0,88,22,43,1,92,29,40,0,92,33,0.714285714285714,1,0.597222222222222,0.989247311827957,0.547945205479452,1,0.416625766233766,300,8000
0.25,53,0,88,24,45,0,93,27,39,0,92,34,0.688311688311688,1,0.625,1,0.534246575342466,1,0.416625766233766,400,8000
0.25,52,0,88,25,44,0,93,28,37,0,92,36,0.675324675324675,1,0.611111111111111,1,0.506849315068493,1,0.416625766233766,500,8000
0.25,54,0,88,23,46,0,93,26,38,0,92,35,0.701298701298701,1,0.638888888888889,1,0.520547945205479,1,0.416625766233766,600,8000
0.25,54,0,88,23,45,0,93,27,40,0,92,33,0.701298701298701,1,0.625,1,0.547945205479452,1,0.416625766233766,700,8000
0.25,52,0,88,25,47,0,93,25,40,0,92,33,0.675324675324675,1,0.652777777777778,1,0.547945205479452,1,0.416625766233766,800,8000
0.25,55,0,88,22,47,0,93,25,39,0,92,34,0.714285714285714,1,0.652777777777778,1,0.534246575342466,1,0.416625766233766,900,8000
0.25,54,0,88,23,46,0,93,26,38,0,92,35,0.701298701298701,1,0.638888888888889,1,0.520547945205479,1,0.416625766233766,all,8000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,100,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,200,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,300,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,400,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,500,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,600,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,700,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,800,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,900,1000
0.3,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,all,1000
0.3,1,0,88,76,2,0,93,70,2,0,92,71,0.012987012987013,1,0.0277777777777778,1,0.0273972602739726,1,0.104201056277056,100,2000
0.3,1,0,88,76,3,0,93,69,2,0,92,71,0.012987012987013,1,0.0416666666666667,1,0.0273972602739726,1,0.104201056277056,200,2000
0.3,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,300,2000
0.3,1,0,88,76,2,0,93,70,2,0,92,71,0.012987012987013,1,0.0277777777777778,1,0.0273972602739726,1,0.104201056277056,400,2000
0.3,1,0,88,76,2,0,93,70,2,0,92,71,0.012987012987013,1,0.0277777777777778,1,0.0273972602739726,1,0.104201056277056,500,2000
0.3,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,600,2000
0.3,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,700,2000
0.3,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,800,2000
0.3,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,900,2000
0.3,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,all,2000
0.3,4,0,88,73,5,0,93,67,7,0,92,66,0.051948051948052,1,0.0694444444444445,1,0.0958904109589041,1,0.156307692640693,100,3000
0.3,5,0,88,72,6,0,93,66,6,0,92,67,0.0649350649350649,1,0.0833333333333333,1,0.0821917808219178,1,0.156307692640693,200,3000
0.3,2,0,88,75,3,0,93,69,6,0,92,67,0.025974025974026,1,0.0416666666666667,1,0.0821917808219178,1,0.156307692640693,300,3000
0.3,4,0,88,73,4,0,93,68,5,0,92,68,0.051948051948052,1,0.0555555555555556,1,0.0684931506849315,1,0.156307692640693,400,3000
0.3,2,0,88,75,4,0,93,68,5,0,92,68,0.025974025974026,1,0.0555555555555556,1,0.0684931506849315,1,0.156307692640693,500,3000
0.3,3,0,88,74,3,0,93,69,6,0,92,67,0.038961038961039,1,0.0416666666666667,1,0.0821917808219178,1,0.156307692640693,600,3000
0.3,3,0,88,74,4,0,93,68,6,0,92,67,0.038961038961039,1,0.0555555555555556,1,0.0821917808219178,1,0.156307692640693,700,3000
0.3,4,0,88,73,3,0,93,69,6,0,92,67,0.051948051948052,1,0.0416666666666667,1,0.0821917808219178,1,0.156307692640693,800,3000
0.3,3,0,88,74,4,0,93,68,5,0,92,68,0.038961038961039,1,0.0555555555555556,1,0.0684931506849315,1,0.156307692640693,900,3000
0.3,3,0,88,74,3,0,93,69,5,0,92,68,0.038961038961039,1,0.0416666666666667,1,0.0684931506849315,1,0.156307692640693,all,3000
0.3,9,0,88,68,12,0,93,60,9,0,92,64,0.116883116883117,1,0.166666666666667,1,0.123287671232877,1,0.208392963203463,100,4000
0.3,10,0,88,67,15,0,93,57,9,0,92,64,0.12987012987013,1,0.208333333333333,1,0.123287671232877,1,0.208392963203463,200,4000
0.3,7,0,88,70,11,0,93,61,8,0,92,65,0.0909090909090909,1,0.152777777777778,1,0.10958904109589,1,0.208392963203463,300,4000
0.3,8,0,88,69,12,0,93,60,7,0,92,66,0.103896103896104,1,0.166666666666667,1,0.0958904109589041,1,0.208392963203463,400,4000
0.3,6,0,88,71,13,0,93,59,8,0,92,65,0.0779220779220779,1,0.180555555555556,1,0.10958904109589,1,0.208392963203463,500,4000
0.3,6,0,88,71,10,0,93,62,9,0,92,64,0.0779220779220779,1,0.138888888888889,1,0.123287671232877,1,0.208392963203463,600,4000
0.3,7,0,88,70,13,0,93,59,9,0,92,64,0.0909090909090909,1,0.180555555555556,1,0.123287671232877,1,0.208392963203463,700,4000
0.3,10,0,88,67,13,0,93,59,9,0,92,64,0.12987012987013,1,0.180555555555556,1,0.123287671232877,1,0.208392963203463,800,4000
0.3,7,0,88,70,13,0,93,59,8,0,92,65,0.0909090909090909,1,0.180555555555556,1,0.10958904109589,1,0.208392963203463,900,4000
0.3,7,0,88,70,13,0,93,59,8,0,92,65,0.0909090909090909,1,0.180555555555556,1,0.10958904109589,1,0.208392963203463,all,4000
0.3,19,0,88,58,19,0,93,53,12,0,92,61,0.246753246753247,1,0.263888888888889,1,0.164383561643836,1,0.260474452380952,100,5000
0.3,19,0,88,58,20,0,93,52,15,0,92,58,0.246753246753247,1,0.277777777777778,1,0.205479452054795,1,0.260474452380952,200,5000
0.3,16,0,88,61,19,0,93,53,14,0,92,59,0.207792207792208,1,0.263888888888889,1,0.191780821917808,1,0.260474452380952,300,5000
0.3,14,0,88,63,19,0,93,53,13,0,92,60,0.181818181818182,1,0.263888888888889,1,0.178082191780822,1,0.260474452380952,400,5000
0.3,14,0,88,63,19,0,93,53,13,0,92,60,0.181818181818182,1,0.263888888888889,1,0.178082191780822,1,0.260474452380952,500,5000
0.3,14,0,88,63,18,0,93,54,15,0,92,58,0.181818181818182,1,0.25,1,0.205479452054795,1,0.260474452380952,600,5000
0.3,15,0,88,62,20,0,93,52,16,0,92,57,0.194805194805195,1,0.277777777777778,1,0.219178082191781,1,0.260474452380952,700,5000
0.3,16,0,88,61,19,0,93,53,16,0,92,57,0.207792207792208,1,0.263888888888889,1,0.219178082191781,1,0.260474452380952,800,5000
0.3,14,0,88,63,19,0,93,53,14,0,92,59,0.181818181818182,1,0.263888888888889,1,0.191780821917808,1,0.260474452380952,900,5000
0.3,14,0,88,63,20,0,93,52,14,0,92,59,0.181818181818182,1,0.277777777777778,1,0.191780821917808,1,0.260474452380952,all,5000
0.3,26,0,88,51,26,0,93,46,18,0,92,55,0.337662337662338,1,0.361111111111111,1,0.246575342465753,1,0.312531655844156,100,6000
0.3,31,0,88,46,28,0,93,44,19,0,92,54,0.402597402597403,1,0.388888888888889,1,0.26027397260274,1,0.312531655844156,200,6000
0.3,26,0,88,51,25,0,93,47,21,0,92,52,0.337662337662338,1,0.347222222222222,1,0.287671232876712,1,0.312531655844156,300,6000
0.3,24,0,88,53,27,0,93,45,18,0,92,55,0.311688311688312,1,0.375,1,0.246575342465753,1,0.312531655844156,400,6000
0.3,21,0,88,56,28,0,93,44,19,0,92,54,0.272727272727273,1,0.388888888888889,1,0.26027397260274,1,0.312531655844156,500,6000
0.3,25,0,88,52,26,0,93,46,22,0,92,51,0.324675324675325,1,0.361111111111111,1,0.301369863013699,1,0.312531655844156,600,6000
0.3,21,0,88,56,30,0,93,42,20,0,92,53,0.272727272727273,1,0.416666666666667,1,0.273972602739726,1,0.312531655844156,700,6000
0.3,22,0,88,55,26,0,93,46,23,0,92,50,0.285714285714286,1,0.361111111111111,1,0.315068493150685,1,0.312531655844156,800,6000
0.3,24,0,88,53,30,0,93,42,20,0,92,53,0.311688311688312,1,0.416666666666667,1,0.273972602739726,1,0.312531655844156,900,6000
0.3,22,0,88,55,29,0,93,43,20,0,92,53,0.285714285714286,1,0.402777777777778,1,0.273972602739726,1,0.312531655844156,all,6000
0.3,34,0,88,43,30,0,93,42,25,0,92,48,0.441558441558442,1,0.416666666666667,1,0.342465753424658,1,0.364575491341991,100,7000
0.3,38,0,88,39,31,0,93,41,25,0,92,48,0.493506493506494,1,0.430555555555556,1,0.342465753424658,1,0.364575491341991,200,7000
0.3,36,0,88,41,27,0,93,45,26,0,92,47,0.467532467532468,1,0.375,1,0.356164383561644,1,0.364575491341991,300,7000
0.3,33,0,88,44,27,0,93,45,27,0,92,46,0.428571428571429,1,0.375,1,0.36986301369863,1,0.364575491341991,400,7000
0.3,27,0,88,50,29,0,93,43,25,0,92,48,0.350649350649351,1,0.402777777777778,1,0.342465753424658,1,0.364575491341991,500,7000
0.3,34,0,88,43,28,0,93,44,27,0,92,46,0.441558441558442,1,0.388888888888889,1,0.36986301369863,1,0.364575491341991,600,7000
0.3,33,0,88,44,30,0,93,42,24,0,92,49,0.428571428571429,1,0.416666666666667,1,0.328767123287671,1,0.364575491341991,700,7000
0.3,34,0,88,43,28,0,93,44,27,0,92,46,0.441558441558442,1,0.388888888888889,1,0.36986301369863,1,0.364575491341991,800,7000
0.3,34,0,88,43,30,0,93,42,26,0,92,47,0.441558441558442,1,0.416666666666667,1,0.356164383561644,1,0.364575491341991,900,7000
0.3,35,0,88,42,29,0,93,43,26,0,92,47,0.454545454545455,1,0.402777777777778,1,0.356164383561644,1,0.364575491341991,all,7000
0.3,42,0,88,35,35,0,93,37,29,0,92,44,0.545454545454545,1,0.486111111111111,1,0.397260273972603,1,0.416625766233766,100,8000
0.3,46,0,88,31,35,0,93,37,32,0,92,41,0.597402597402597,1,0.486111111111111,1,0.438356164383562,1,0.416625766233766,200,8000
0.3,46,0,88,31,34,0,93,38,29,0,92,44,0.597402597402597,1,0.472222222222222,1,0.397260273972603,1,0.416625766233766,300,8000
0.3,45,0,88,32,34,0,93,38,33,0,92,40,0.584415584415584,1,0.472222222222222,1,0.452054794520548,1,0.416625766233766,400,8000
0.3,37,0,88,40,34,0,93,38,30,0,92,43,0.480519480519481,1,0.472222222222222,1,0.410958904109589,1,0.416625766233766,500,8000
0.3,43,0,88,34,34,0,93,38,31,0,92,42,0.558441558441558,1,0.472222222222222,1,0.424657534246575,1,0.416625766233766,600,8000
0.3,44,0,88,33,35,0,93,37,28,0,92,45,0.571428571428571,1,0.486111111111111,1,0.383561643835616,1,0.416625766233766,700,8000
0.3,41,0,88,36,34,0,93,38,31,0,92,42,0.532467532467532,1,0.472222222222222,1,0.424657534246575,1,0.416625766233766,800,8000
0.3,43,0,88,34,36,0,93,36,30,0,92,43,0.558441558441558,1,0.5,1,0.410958904109589,1,0.416625766233766,900,8000
0.3,43,0,88,34,34,0,93,38,30,0,92,43,0.558441558441558,1,0.472222222222222,1,0.410958904109589,1,0.416625766233766,all,8000
0.35,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,100,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,200,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,300,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,400,1000
0.35,0,0,88,77,0,0,93,72,2,0,92,71,0,1,0,1,0.0273972602739726,1,0.0521236536796537,500,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,600,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,700,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,800,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,900,1000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.0521236536796537,all,1000
0.35,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,100,2000
0.35,1,0,88,76,1,0,93,71,2,0,92,71,0.012987012987013,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,200,2000
0.35,0,0,88,77,0,0,93,72,1,0,92,72,0,1,0,1,0.0136986301369863,1,0.104201056277056,300,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,400,2000
0.35,0,0,88,77,1,0,93,71,2,0,92,71,0,1,0.0138888888888889,1,0.0273972602739726,1,0.104201056277056,500,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,600,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,700,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,800,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,900,2000
0.35,0,0,88,77,1,0,93,71,1,0,92,72,0,1,0.0138888888888889,1,0.0136986301369863,1,0.104201056277056,all,2000
0.35,0,0,88,77,1,0,93,71,5,0,92,68,0,1,0.0138888888888889,1,0.0684931506849315,1,0.156307692640693,100,3000
0.35,1,0,88,76,1,0,93,71,4,0,92,69,0.012987012987013,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,200,3000
0.35,0,0,88,77,0,0,93,72,4,0,92,69,0,1,0,1,0.0547945205479452,1,0.156307692640693,300,3000
0.35,1,0,88,76,1,0,93,71,4,0,92,69,0.012987012987013,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,400,3000
0.35,0,0,88,77,1,0,93,71,5,0,92,68,0,1,0.0138888888888889,1,0.0684931506849315,1,0.156307692640693,500,3000
0.35,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,600,3000
0.35,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,700,3000
0.35,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,800,3000
0.35,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,900,3000
0.35,0,0,88,77,1,0,93,71,4,0,92,69,0,1,0.0138888888888889,1,0.0547945205479452,1,0.156307692640693,all,3000
0.35,3,0,88,74,6,0,93,66,7,0,92,66,0.038961038961039,1,0.0833333333333333,1,0.0958904109589041,1,0.208392963203463,100,4000
0.35,2,0,88,75,6,0,93,66,6,0,92,67,0.025974025974026,1,0.0833333333333333,1,0.0821917808219178,1,0.208392963203463,200,4000
0.35,3,0,88,74,5,0,93,67,6,0,92,67,0.038961038961039,1,0.0694444444444445,1,0.0821917808219178,1,0.208392963203463,300,4000
0.35,4,0,88,73,4,0,93,68,5,0,92,68,0.051948051948052,1,0.0555555555555556,1,0.0684931506849315,1,0.208392963203463,400,4000
0.35,4,0,88,73,4,0,93,68,6,0,92,67,0.051948051948052,1,0.0555555555555556,1,0.0821917808219178,1,0.208392963203463,500,4000
0.35,3,0,88,74,4,0,93,68,6,0,92,67,0.038961038961039,1,0.0555555555555556,1,0.0821917808219178,1,0.208392963203463,600,4000
0.35,3,0,88,74,5,0,93,67,5,0,92,68,0.038961038961039,1,0.0694444444444445,1,0.0684931506849315,1,0.208392963203463,700,4000
0.35,3,0,88,74,5,0,93,67,5,0,92,68,0.038961038961039,1,0.0694444444444445,1,0.0684931506849315,1,0.208392963203463,800,4000
0.35,3,0,88,74,6,0,93,66,5,0,92,68,0.038961038961039,1,0.0833333333333333,1,0.0684931506849315,1,0.208392963203463,900,4000
0.35,3,0,88,74,5,0,93,67,5,0,92,68,0.038961038961039,1,0.0694444444444445,1,0.0684931506849315,1,0.208392963203463,all,4000
0.35,11,0,88,66,10,0,93,62,9,0,92,64,0.142857142857143,1,0.138888888888889,1,0.123287671232877,1,0.260474452380952,100,5000
0.35,5,0,88,72,12,0,93,60,10,0,92,63,0.0649350649350649,1,0.166666666666667,1,0.136986301369863,1,0.260474452380952,200,5000
