seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,6.5007825,2000,427,0.169338677354709,195,0.199134199134199,199,0.229576008273009,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,9.80093607142857,3000,632,0.214428857715431,286,0.233766233766234,296,0.261633919338159,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,13.0972907142857,4000,841,0.256513026052104,368,0.256493506493506,394,0.298862461220269,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,16.2541210714286,5000,1047,0.297595190380762,460,0.282467532467532,496,0.328852119958635,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,19.4313246428571,6000,1252,0.32565130260521,535,0.312770562770563,604,0.358841778697001,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,22.6608617857143,7000,1454,0.346192384769539,615,0.332251082251082,708,0.384694932781799,all
45579_9153_MF_164,FALSE,FALSE,FALSE,45579,25.8035792857143,8000,1667,0.367234468937876,707,0.359307359307359,804,0.425025853154085,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,10,0.06,13,0.12,13,0.11,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,26,0.1,21,0.15,32,0.18,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,39,0.14,38,0.19,45,0.22,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,58,0.18,52,0.22,57,0.25,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,69,0.21,65,0.26,77,0.29,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,89,0.24,73,0.28,91,0.34,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,102,0.26,81,0.3,106,0.34,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,123,0.29,88,0.32,125,0.42,100
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,34,0.125,39,0.16,20,0.125,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,69,0.225,74,0.22,48,0.19,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,109,0.285,100,0.27,75,0.225,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,141,0.325,125,0.295,92,0.235,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,168,0.355,162,0.33,112,0.26,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,203,0.385,184,0.335,135,0.305,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,234,0.41,222,0.38,152,0.325,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,261,0.435,249,0.405,168,0.34,200
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,37,0.0966666666666667,43,0.14,45,0.11,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,81,0.146666666666667,80,0.2,92,0.176666666666667,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,115,0.203333333333333,116,0.24,138,0.206666666666667,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,153,0.25,153,0.273333333333333,169,0.23,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,207,0.296666666666667,191,0.296666666666667,206,0.253333333333333,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,257,0.343333333333333,221,0.313333333333333,251,0.293333333333333,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,294,0.366666666666667,259,0.336666666666667,300,0.323333333333333,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,338,0.386666666666667,290,0.353333333333333,338,0.343333333333333,300
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,49,0.0975,46,0.11,46,0.1225,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,103,0.155,96,0.1625,92,0.17,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,148,0.1975,146,0.2125,136,0.2025,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,196,0.24,193,0.2375,175,0.22,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,244,0.2725,252,0.27,230,0.2525,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,305,0.3225,293,0.2925,277,0.2875,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,358,0.3525,343,0.32,329,0.3175,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,411,0.3725,394,0.3425,381,0.355,400
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,63,0.092,60,0.128,56,0.116,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,125,0.156,114,0.168,122,0.196,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,192,0.204,178,0.226,182,0.236,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,238,0.242,231,0.252,236,0.26,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,309,0.282,293,0.278,294,0.29,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,378,0.318,331,0.3,349,0.326,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,433,0.336,390,0.324,405,0.348,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,496,0.366,444,0.342,463,0.38,500
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,73,0.0933333333333333,71,0.126666666666667,76,0.12,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,150,0.156666666666667,134,0.168333333333333,151,0.173333333333333,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,233,0.198333333333333,201,0.218333333333333,227,0.21,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,307,0.253333333333333,265,0.243333333333333,289,0.233333333333333,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,395,0.29,341,0.275,349,0.263333333333333,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,498,0.331666666666667,398,0.3,415,0.293333333333333,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,578,0.36,467,0.33,481,0.315,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,664,0.385,536,0.351666666666667,553,0.345,600
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,82,0.0957142857142857,72,0.131428571428571,88,0.131428571428571,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,182,0.17,133,0.18,178,0.197142857142857,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,270,0.214285714285714,207,0.228571428571429,266,0.231428571428571,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,350,0.254285714285714,281,0.258571428571429,341,0.257142857142857,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,448,0.29,350,0.287142857142857,416,0.28,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,533,0.315714285714286,409,0.308571428571429,494,0.314285714285714,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,610,0.338571428571429,478,0.337142857142857,576,0.341428571428571,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,695,0.357142857142857,547,0.357142857142857,662,0.371428571428571,700
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,80,0.09375,78,0.12625,96,0.1325,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,173,0.15875,146,0.17,191,0.1875,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,263,0.1925,219,0.2175,290,0.22375,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,343,0.22875,295,0.2425,365,0.24125,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,452,0.27375,368,0.26875,451,0.27375,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,549,0.3125,431,0.29,538,0.30875,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,637,0.33875,510,0.31625,622,0.33125,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,729,0.35625,584,0.33625,716,0.36625,800
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,104,0.102222222222222,89,0.13,97,0.13,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,220,0.174444444444444,164,0.173333333333333,199,0.191111111111111,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,333,0.222222222222222,246,0.22,295,0.226666666666667,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,434,0.258888888888889,325,0.242222222222222,371,0.248888888888889,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,543,0.291111111111111,412,0.27,460,0.278888888888889,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,668,0.33,479,0.292222222222222,550,0.312222222222222,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,767,0.36,563,0.322222222222222,647,0.335555555555556,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,852,0.377777777777778,644,0.34,745,0.368888888888889,900
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,3.29721392857143,1000,192,0.0996993987975952,90,0.127705627705628,109,0.130299896587384,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,6.47484571428571,2000,384,0.162324649298597,165,0.170995670995671,218,0.191313340227508,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,9.70172071428571,3000,587,0.209418837675351,248,0.21969696969697,323,0.22440537745605,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,12.7361575,4000,767,0.249498997995992,329,0.243506493506494,410,0.24612202688728,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,16.1008642857143,5000,991,0.285571142284569,417,0.271645021645022,506,0.276111685625646,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,19.2607039285714,6000,1198,0.319138276553106,484,0.293290043290043,602,0.308169596690796,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,22.4237153571429,7000,1379,0.343687374749499,568,0.322510822510823,708,0.331954498448811,all
45580_9153_MF_165,FALSE,FALSE,FALSE,45580,25.6404835714286,8000,1576,0.364729458917836,650,0.340909090909091,811,0.365046535677353,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,26,0.12,11,0.09,21,0.14,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,43,0.16,24,0.13,39,0.19,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,64,0.22,36,0.2,47,0.21,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,86,0.26,49,0.22,66,0.23,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,105,0.27,63,0.29,76,0.25,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,128,0.28,75,0.29,91,0.27,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,154,0.31,87,0.3,101,0.29,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,169,0.34,105,0.36,114,0.34,100
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,48,0.155,21,0.105,41,0.195,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,98,0.225,50,0.165,76,0.245,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,128,0.255,75,0.22,99,0.265,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,160,0.295,101,0.28,134,0.305,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,194,0.31,130,0.325,153,0.315,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,237,0.345,162,0.355,181,0.33,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,271,0.395,185,0.385,195,0.34,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,306,0.41,211,0.39,217,0.35,200
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,64,0.136666666666667,35,0.113333333333333,54,0.18,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,121,0.206666666666667,75,0.163333333333333,97,0.226666666666667,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,168,0.246666666666667,111,0.193333333333333,136,0.256666666666667,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,224,0.283333333333333,163,0.26,188,0.283333333333333,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,279,0.336666666666667,199,0.286666666666667,231,0.313333333333333,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,334,0.363333333333333,237,0.296666666666667,275,0.333333333333333,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,391,0.373333333333333,271,0.316666666666667,317,0.36,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,450,0.393333333333333,305,0.333333333333333,355,0.39,300
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,64,0.1275,50,0.125,64,0.2,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,136,0.195,98,0.17,126,0.2725,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,185,0.2275,143,0.21,172,0.305,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,237,0.25,192,0.2625,236,0.335,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,295,0.285,235,0.3075,300,0.3625,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,363,0.3225,291,0.325,369,0.39,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,427,0.3375,335,0.3425,422,0.41,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,491,0.37,387,0.3625,462,0.4325,400
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,83,0.106,48,0.114,79,0.186,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,171,0.168,94,0.152,140,0.244,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,231,0.218,142,0.184,190,0.272,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,285,0.24,203,0.234,269,0.306,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,353,0.28,251,0.262,332,0.326,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,437,0.31,310,0.278,400,0.358,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,507,0.338,358,0.298,455,0.374,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,592,0.362,412,0.324,517,0.398,500
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,107,0.106666666666667,59,0.126666666666667,87,0.191666666666667,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,201,0.176666666666667,130,0.176666666666667,150,0.25,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,277,0.216666666666667,190,0.206666666666667,203,0.278333333333333,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,364,0.25,261,0.258333333333333,282,0.31,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,446,0.295,318,0.29,348,0.33,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,550,0.32,381,0.306666666666667,414,0.353333333333333,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,639,0.336666666666667,442,0.326666666666667,483,0.376666666666667,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,736,0.361666666666667,514,0.356666666666667,551,0.398333333333333,600
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,117,0.12,61,0.127142857142857,96,0.204285714285714,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,236,0.185714285714286,138,0.174285714285714,178,0.267142857142857,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,327,0.231428571428571,204,0.204285714285714,251,0.3,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,429,0.272857142857143,276,0.248571428571429,344,0.341428571428571,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,517,0.31,341,0.285714285714286,434,0.364285714285714,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,615,0.332857142857143,407,0.304285714285714,525,0.385714285714286,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,712,0.355714285714286,462,0.327142857142857,607,0.405714285714286,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,814,0.378571428571429,530,0.345714285714286,697,0.428571428571429,700
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,125,0.11375,67,0.1275,108,0.2025,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,244,0.185,147,0.17,191,0.2625,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,350,0.23125,221,0.20125,268,0.29875,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,455,0.26,302,0.2525,366,0.33625,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,561,0.29,371,0.2825,465,0.36125,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,676,0.315,446,0.295,572,0.38625,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,782,0.34375,509,0.31625,661,0.40625,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,895,0.3675,580,0.34,744,0.4275,800
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,134,0.107777777777778,72,0.124444444444444,113,0.206666666666667,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,265,0.184444444444444,159,0.167777777777778,203,0.263333333333333,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,377,0.223333333333333,235,0.198888888888889,286,0.294444444444444,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,491,0.253333333333333,320,0.25,391,0.33,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,588,0.284444444444444,394,0.283333333333333,485,0.355555555555556,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,708,0.315555555555556,476,0.3,597,0.38,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,820,0.334444444444444,544,0.321111111111111,681,0.4,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,935,0.37,625,0.344444444444444,771,0.422222222222222,900
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,3.22111535714286,1000,238,0.115731462925852,72,0.123376623376623,122,0.202688728024819,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,6.37292964285714,2000,470,0.18436873747495,159,0.167748917748918,219,0.258531540847983,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,9.52610535714286,3000,667,0.227454909819639,236,0.20021645021645,309,0.290589451913133,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,12.7386310714286,4000,874,0.261022044088176,321,0.25,421,0.326783867631851,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,15.9534853571429,5000,1084,0.295591182364729,396,0.282467532467532,527,0.350568769389866,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,19.2063735714286,6000,1312,0.321142284569138,478,0.298701298701299,644,0.373319544984488,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,22.2552710714286,7000,1512,0.342685370741483,547,0.319264069264069,739,0.391933815925543,all
45581_9153_MF_166,FALSE,FALSE,FALSE,45581,25.3874282142857,8000,1735,0.368236472945892,628,0.341991341991342,840,0.413650465356774,all
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,23,0.79,20,0.62,17,0.79,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,42,0.86,41,0.94,37,0.92,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,68,0.95,60,0.99,58,0.98,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,104,1,80,1,78,0.99,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,123,1,101,1,97,1,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,148,1,122,1,118,1,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,178,1,146,1,130,1,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,209,1,170,1,147,1,100
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,42,0.755,25,0.62,31,0.785,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,82,0.855,60,0.895,54,0.885,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,134,0.91,89,0.975,80,0.99,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,196,0.98,123,0.99,112,1,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,240,0.98,162,0.995,146,1,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,284,0.98,205,1,174,1,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,338,0.985,242,1,198,1,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,373,0.985,275,1,222,1,200
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,52,0.776666666666667,47,0.663333333333333,56,0.76,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,95,0.88,92,0.896666666666667,101,0.873333333333333,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,141,0.936666666666667,127,0.976666666666667,145,0.97,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,202,1,176,0.99,203,1,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,257,1,225,0.996666666666667,249,1,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,311,1,285,1,299,1,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,365,1,338,1,343,1,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,422,1,377,1,384,1,300
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,62,0.78,61,0.6275,58,0.745,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,115,0.885,121,0.8925,125,0.8575,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,178,0.9425,163,0.97,180,0.965,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,254,0.99,218,0.985,247,1,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,333,0.99,271,0.995,291,1,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,409,0.99,338,1,346,1,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,497,0.995,404,1,396,1,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,564,0.995,452,1,457,1,400
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,69,0.794,61,0.636,84,0.756,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,135,0.892,115,0.906,161,0.88,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,211,0.946,170,0.98,228,0.968,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,290,0.996,232,0.994,307,1,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,374,0.996,293,1,373,1,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,445,0.996,362,1,430,1,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,524,0.996,426,1,500,1,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,593,0.996,480,1,554,1,500
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,80,0.79,71,0.621666666666667,82,0.745,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,184,0.888333333333333,150,0.891666666666667,160,0.876666666666667,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,9.56298321428571,3000,273,0.946666666666667,210,0.966666666666667,237,0.965,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,12.7995660714286,4000,379,0.996666666666667,278,0.981666666666667,314,1,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,16.0753821428571,5000,478,0.996666666666667,356,0.993333333333333,384,1,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,19.24052,6000,573,0.996666666666667,447,1,449,1,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,22.4808135714286,7000,671,0.996666666666667,527,1,513,1,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,25.5363542857143,8000,759,0.996666666666667,595,1,591,1,600
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,3.27460321428571,1000,104,0.82,61,0.641428571428571,105,0.782857142857143,700
45582_9153_MF_167,TRUE,TRUE,TRUE,45582,6.48088928571429,2000,212,0.91,143,0.905714285714286,200,0.898571428571429,700
