seq_name,mecA,lukF_PV,lukS_PV,id,estimated_coverage,reads_used,mecA_rcount,mecA_prop,lukS_rcount,lukS_prop,lukF_rcount,lukF_prop,n_sequence_used
34210_M92,TRUE,FALSE,FALSE,34210,26.0420146428571,8000,776,0.991428571428571,617,0.371428571428571,769,0.437142857142857,700
34210_M92,TRUE,FALSE,FALSE,34210,3.2363575,1000,96,0.7325,87,0.12,105,0.19625,800
34210_M92,TRUE,FALSE,FALSE,34210,6.50260107142857,2000,202,0.91375,182,0.1825,200,0.25375,800
34210_M92,TRUE,FALSE,FALSE,34210,9.69052571428571,3000,302,0.97,258,0.23,309,0.29875,800
34210_M92,TRUE,FALSE,FALSE,34210,13.0230185714286,4000,402,0.98375,340,0.27875,396,0.31625,800
34210_M92,TRUE,FALSE,FALSE,34210,16.2503385714286,5000,496,0.985,437,0.315,498,0.34125,800
34210_M92,TRUE,FALSE,FALSE,34210,19.5402860714286,6000,596,0.995,504,0.33625,601,0.36375,800
34210_M92,TRUE,FALSE,FALSE,34210,22.8107778571429,7000,724,0.995,594,0.36,714,0.3825,800
34210_M92,TRUE,FALSE,FALSE,34210,26.0420146428571,8000,822,0.995,687,0.3775,807,0.41,800
34210_M92,TRUE,FALSE,FALSE,34210,3.2363575,1000,123,0.71,94,0.122222222222222,118,0.198888888888889,900
34210_M92,TRUE,FALSE,FALSE,34210,6.50260107142857,2000,243,0.906666666666667,195,0.178888888888889,214,0.255555555555556,900
34210_M92,TRUE,FALSE,FALSE,34210,9.69052571428571,3000,357,0.967777777777778,276,0.223333333333333,330,0.304444444444444,900
34210_M92,TRUE,FALSE,FALSE,34210,13.0230185714286,4000,474,0.975555555555556,361,0.271111111111111,423,0.323333333333333,900
34210_M92,TRUE,FALSE,FALSE,34210,16.2503385714286,5000,582,0.977777777777778,459,0.306666666666667,533,0.345555555555556,900
34210_M92,TRUE,FALSE,FALSE,34210,19.5402860714286,6000,709,0.987777777777778,537,0.327777777777778,636,0.372222222222222,900
34210_M92,TRUE,FALSE,FALSE,34210,22.8107778571429,7000,850,0.988888888888889,636,0.357777777777778,748,0.39,900
34210_M92,TRUE,FALSE,FALSE,34210,26.0420146428571,8000,976,0.988888888888889,732,0.376666666666667,838,0.415555555555556,900
34210_M92,TRUE,FALSE,FALSE,34210,3.2363575,1000,211,0.720440881763527,95,0.122294372294372,126,0.194415718717684,all
34210_M92,TRUE,FALSE,FALSE,34210,6.50260107142857,2000,410,0.910821643286573,196,0.178571428571429,232,0.253360910031024,all
34210_M92,TRUE,FALSE,FALSE,34210,9.69052571428571,3000,620,0.964428857715431,278,0.222943722943723,356,0.299896587383661,all
34210_M92,TRUE,FALSE,FALSE,34210,13.0230185714286,4000,828,0.978456913827655,366,0.270562770562771,458,0.318510858324716,all
34210_M92,TRUE,FALSE,FALSE,34210,16.2503385714286,5000,1032,0.979458917835671,467,0.306277056277056,577,0.344364012409514,all
34210_M92,TRUE,FALSE,FALSE,34210,19.5402860714286,6000,1241,0.987975951903808,545,0.326839826839827,691,0.370217166494312,all
34210_M92,TRUE,FALSE,FALSE,34210,22.8107778571429,7000,1486,0.988977955911824,645,0.356060606060606,812,0.388831437435367,all
34210_M92,TRUE,FALSE,FALSE,34210,26.0420146428571,8000,1707,0.989478957915832,742,0.374458874458874,912,0.413650465356774,all
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,33,0.93,12,0.1,14,0.12,100
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,53,0.93,32,0.2,26,0.17,100
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,70,0.94,46,0.25,43,0.23,100
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,90,0.99,60,0.3,60,0.26,100
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,112,0.99,75,0.32,70,0.28,100
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,132,0.99,101,0.42,84,0.29,100
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,157,0.99,116,0.45,104,0.32,100
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,192,0.99,127,0.46,120,0.34,100
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,42,0.92,30,0.135,22,0.12,200
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,81,0.935,69,0.23,49,0.18,200
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,117,0.965,99,0.275,71,0.23,200
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,153,0.995,133,0.305,96,0.25,200
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,199,0.995,162,0.345,118,0.27,200
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,238,0.995,190,0.385,139,0.285,200
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,277,0.995,224,0.42,169,0.31,200
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,327,0.995,256,0.43,188,0.33,200
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,58,0.916666666666667,42,0.12,36,0.136666666666667,300
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,105,0.926666666666667,83,0.196666666666667,86,0.196666666666667,300
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,165,0.97,122,0.25,122,0.246666666666667,300
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,216,0.99,163,0.276666666666667,168,0.266666666666667,300
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,275,0.99,206,0.316666666666667,209,0.303333333333333,300
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,312,0.99,257,0.373333333333333,261,0.323333333333333,300
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,361,0.99,305,0.403333333333333,308,0.36,300
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,414,0.993333333333333,357,0.426666666666667,342,0.38,300
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,67,0.905,54,0.1225,48,0.15,400
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,125,0.9225,111,0.2075,109,0.2175,400
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,175,0.9575,159,0.2525,161,0.2625,400
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,239,0.975,216,0.28,220,0.305,400
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,306,0.9775,266,0.3025,268,0.3375,400
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,375,0.98,332,0.3525,333,0.3625,400
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,442,0.9825,397,0.3825,386,0.3825,400
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,510,0.9825,457,0.4075,432,0.3925,400
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,71,0.91,57,0.114,48,0.144,500
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,136,0.93,116,0.188,116,0.212,500
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,190,0.968,166,0.234,172,0.252,500
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,255,0.988,217,0.258,233,0.302,500
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,315,0.988,268,0.29,284,0.334,500
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,369,0.988,331,0.324,348,0.356,500
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,445,0.99,394,0.36,418,0.388,500
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,518,0.992,451,0.378,463,0.402,500
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,101,0.906666666666667,73,0.113333333333333,53,0.145,600
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,181,0.918333333333333,155,0.205,126,0.211666666666667,600
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,265,0.963333333333333,222,0.255,188,0.263333333333333,600
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,365,0.988333333333333,292,0.283333333333333,263,0.298333333333333,600
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,463,0.988333333333333,362,0.313333333333333,324,0.338333333333333,600
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,552,0.99,446,0.358333333333333,399,0.36,600
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,647,0.991666666666667,525,0.386666666666667,475,0.391666666666667,600
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,737,0.993333333333333,611,0.415,533,0.405,600
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,103,0.91,75,0.115714285714286,78,0.17,700
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,212,0.932857142857143,161,0.198571428571429,183,0.238571428571429,700
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,300,0.968571428571429,230,0.248571428571429,255,0.284285714285714,700
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,392,0.981428571428571,301,0.275714285714286,349,0.322857142857143,700
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,508,0.982857142857143,374,0.301428571428571,428,0.352857142857143,700
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,610,0.984285714285714,459,0.345714285714286,515,0.371428571428571,700
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,713,0.984285714285714,545,0.377142857142857,604,0.402857142857143,700
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,811,0.987142857142857,633,0.4,672,0.418571428571429,700
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,121,0.92,77,0.105,75,0.16,800
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,224,0.93875,170,0.19375,183,0.22625,800
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,317,0.96875,243,0.2425,262,0.2775,800
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,419,0.9875,315,0.2675,369,0.31625,800
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,533,0.9875,394,0.29375,456,0.35,800
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,624,0.99,489,0.33875,552,0.3675,800
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,732,0.9925,581,0.37125,646,0.39625,800
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,844,0.9925,668,0.395,726,0.4075,800
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,123,0.9,83,0.111111111111111,86,0.157777777777778,900
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,245,0.916666666666667,182,0.196666666666667,194,0.226666666666667,900
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,353,0.957777777777778,260,0.243333333333333,270,0.273333333333333,900
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,479,0.985555555555556,343,0.27,375,0.313333333333333,900
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,625,0.985555555555556,428,0.296666666666667,464,0.348888888888889,900
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,731,0.986666666666667,529,0.338888888888889,558,0.366666666666667,900
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,856,0.987777777777778,628,0.372222222222222,670,0.397777777777778,900
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,988,0.988888888888889,725,0.396666666666667,746,0.408888888888889,900
34211_V605,TRUE,FALSE,FALSE,34211,3.2363575,1000,212,0.901803607214429,85,0.11038961038961,92,0.157187176835574,all
34211_V605,TRUE,FALSE,FALSE,34211,6.50260107142857,2000,427,0.919839679358717,184,0.194805194805195,213,0.22440537745605,all
34211_V605,TRUE,FALSE,FALSE,34211,9.69052571428571,3000,628,0.958416833667335,262,0.242424242424242,301,0.271975180972079,all
34211_V605,TRUE,FALSE,FALSE,34211,13.0230185714286,4000,836,0.981462925851703,345,0.268398268398268,420,0.312306101344364,all
34211_V605,TRUE,FALSE,FALSE,34211,16.2503385714286,5000,1078,0.981963927855711,431,0.295454545454545,518,0.346432264736298,all
34211_V605,TRUE,FALSE,FALSE,34211,19.5402860714286,6000,1295,0.983466933867735,533,0.336580086580087,623,0.364012409513961,all
34211_V605,TRUE,FALSE,FALSE,34211,22.8107778571429,7000,1520,0.984468937875752,632,0.369047619047619,746,0.394002068252327,all
34211_V605,TRUE,FALSE,FALSE,34211,26.0420146428571,8000,1752,0.985971943887776,730,0.392857142857143,838,0.407445708376422,all
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,18,0.07,13,0.13,12,0.12,100
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,37,0.15,30,0.2,31,0.24,100
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,56,0.2,41,0.23,54,0.3,100
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,78,0.25,56,0.26,77,0.33,100
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,93,0.28,67,0.3,91,0.37,100
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,114,0.3,80,0.33,110,0.42,100
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,130,0.32,99,0.38,143,0.45,100
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,148,0.33,108,0.4,161,0.46,100
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,39,0.125,26,0.105,28,0.165,200
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,75,0.195,54,0.175,48,0.215,200
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,113,0.255,81,0.225,75,0.28,200
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,146,0.28,116,0.28,103,0.32,200
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,172,0.325,146,0.315,126,0.37,200
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,211,0.36,174,0.335,154,0.39,200
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,237,0.365,209,0.365,192,0.42,200
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,269,0.39,242,0.395,221,0.44,200
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,55,0.13,38,0.113333333333333,34,0.15,300
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,104,0.18,79,0.203333333333333,73,0.226666666666667,300
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,148,0.23,118,0.24,115,0.27,300
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,199,0.263333333333333,165,0.29,170,0.296666666666667,300
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,255,0.313333333333333,207,0.316666666666667,211,0.326666666666667,300
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,315,0.35,245,0.343333333333333,255,0.353333333333333,300
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,369,0.376666666666667,288,0.353333333333333,316,0.38,300
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,418,0.39,322,0.373333333333333,362,0.396666666666667,300
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,64,0.1275,46,0.105,42,0.1625,400
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,124,0.195,97,0.175,101,0.235,400
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,178,0.225,164,0.245,155,0.2725,400
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,232,0.2475,229,0.285,236,0.325,400
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,296,0.295,276,0.3075,303,0.3625,400
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,362,0.3275,326,0.3375,355,0.395,400
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,432,0.3725,391,0.36,425,0.425,400
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,490,0.39,443,0.395,476,0.4475,400
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,52,0.088,59,0.114,55,0.172,500
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,119,0.156,117,0.17,122,0.248,500
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,183,0.21,183,0.222,183,0.284,500
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,239,0.236,250,0.268,261,0.322,500
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,308,0.276,300,0.29,326,0.364,500
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,393,0.324,355,0.312,385,0.388,500
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,461,0.36,416,0.332,474,0.426,500
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,526,0.374,470,0.362,519,0.446,500
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,86,0.106666666666667,68,0.115,50,0.153333333333333,600
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,172,0.166666666666667,132,0.18,119,0.23,600
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,249,0.22,208,0.235,188,0.266666666666667,600
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,325,0.25,284,0.276666666666667,265,0.313333333333333,600
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,404,0.288333333333333,341,0.3,341,0.353333333333333,600
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,492,0.32,407,0.33,410,0.386666666666667,600
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,585,0.355,490,0.353333333333333,494,0.42,600
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,663,0.381666666666667,562,0.388333333333333,551,0.436666666666667,600
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,103,0.115714285714286,69,0.111428571428571,72,0.168571428571429,700
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,194,0.167142857142857,138,0.184285714285714,159,0.242857142857143,700
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,276,0.208571428571429,217,0.232857142857143,246,0.285714285714286,700
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,366,0.237142857142857,302,0.278571428571429,348,0.328571428571429,700
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,450,0.265714285714286,364,0.298571428571429,436,0.365714285714286,700
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,555,0.301428571428571,434,0.324285714285714,521,0.397142857142857,700
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,662,0.338571428571429,515,0.34,628,0.435714285714286,700
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,756,0.362857142857143,586,0.378571428571429,699,0.452857142857143,700
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,111,0.1025,79,0.11625,80,0.17,800
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,208,0.155,155,0.18,173,0.24375,800
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,306,0.20125,245,0.23625,265,0.285,800
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,408,0.2425,334,0.27875,376,0.315,800
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,495,0.27375,401,0.305,476,0.35,800
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,602,0.30625,477,0.33125,569,0.38,800
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,716,0.3375,564,0.3475,687,0.41875,800
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,818,0.36125,642,0.3825,765,0.435,800
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,102,0.0988888888888889,85,0.115555555555556,77,0.168888888888889,900
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,204,0.165555555555556,167,0.18,175,0.247777777777778,900
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,311,0.212222222222222,264,0.237777777777778,269,0.292222222222222,900
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,402,0.24,364,0.281111111111111,386,0.328888888888889,900
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,506,0.284444444444444,435,0.305555555555556,481,0.364444444444444,900
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,624,0.315555555555556,516,0.331111111111111,582,0.392222222222222,900
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,750,0.353333333333333,613,0.348888888888889,704,0.43,900
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,851,0.375555555555556,700,0.382222222222222,787,0.448888888888889,900
34290_2005S060,FALSE,FALSE,FALSE,34290,3.17917821428571,1000,203,0.110721442885772,85,0.114718614718615,84,0.168562564632885,all
34290_2005S060,FALSE,FALSE,FALSE,34290,6.3945675,2000,391,0.168837675350701,168,0.17965367965368,189,0.243019648397104,all
34290_2005S060,FALSE,FALSE,FALSE,34290,9.66638642857143,3000,588,0.216432865731463,265,0.237012987012987,295,0.287487073422958,all
34290_2005S060,FALSE,FALSE,FALSE,34290,12.8719689285714,4000,779,0.247995991983968,365,0.279220779220779,418,0.326783867631851,all
34290_2005S060,FALSE,FALSE,FALSE,34290,16.0404078571429,5000,961,0.282565130260521,438,0.304112554112554,531,0.364012409513961,all
34290_2005S060,FALSE,FALSE,FALSE,34290,19.3341660714286,6000,1181,0.314629258517034,519,0.329004329004329,639,0.392967942088935,all
34290_2005S060,FALSE,FALSE,FALSE,34290,22.6197878571429,7000,1401,0.347695390781563,616,0.346320346320346,772,0.429162357807653,all
34290_2005S060,FALSE,FALSE,FALSE,34290,25.7301171428571,8000,1593,0.368236472945892,703,0.37987012987013,863,0.446742502585315,all
35605_NCTC8726,FALSE,FALSE,FALSE,35605,3.2363575,1000,19,0.13,11,0.13,17,0.14,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,6.50260107142857,2000,39,0.19,27,0.18,38,0.2,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,9.69052571428571,3000,58,0.23,33,0.19,48,0.23,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,13.0230185714286,4000,69,0.26,48,0.23,71,0.28,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,16.2503385714286,5000,87,0.3,59,0.26,89,0.32,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,19.5402860714286,6000,101,0.35,72,0.27,111,0.33,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,22.8107778571429,7000,119,0.37,85,0.28,139,0.39,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,26.0420146428571,8000,142,0.41,95,0.31,158,0.4,100
35605_NCTC8726,FALSE,FALSE,FALSE,35605,3.2363575,1000,41,0.125,35,0.14,24,0.14,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,6.50260107142857,2000,69,0.195,57,0.2,45,0.19,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,9.69052571428571,3000,109,0.25,80,0.24,65,0.215,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,13.0230185714286,4000,135,0.29,105,0.27,88,0.245,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,16.2503385714286,5000,171,0.345,136,0.315,118,0.26,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,19.5402860714286,6000,197,0.365,176,0.335,148,0.27,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,22.8107778571429,7000,235,0.395,212,0.37,176,0.3,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,26.0420146428571,8000,271,0.41,236,0.385,201,0.3,200
35605_NCTC8726,FALSE,FALSE,FALSE,35605,3.2363575,1000,36,0.103333333333333,37,0.126666666666667,53,0.146666666666667,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,6.50260107142857,2000,74,0.156666666666667,65,0.16,107,0.21,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,9.69052571428571,3000,121,0.213333333333333,107,0.203333333333333,144,0.223333333333333,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,13.0230185714286,4000,163,0.28,153,0.233333333333333,195,0.253333333333333,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,16.2503385714286,5000,210,0.33,189,0.27,249,0.296666666666667,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,19.5402860714286,6000,255,0.373333333333333,227,0.293333333333333,292,0.31,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,22.8107778571429,7000,298,0.4,266,0.326666666666667,345,0.33,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,26.0420146428571,8000,344,0.413333333333333,296,0.346666666666667,387,0.353333333333333,300
35605_NCTC8726,FALSE,FALSE,FALSE,35605,3.2363575,1000,57,0.1225,49,0.145,62,0.1475,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,6.50260107142857,2000,121,0.19,88,0.19,133,0.215,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,9.69052571428571,3000,175,0.2325,133,0.2175,188,0.2225,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,13.0230185714286,4000,229,0.275,192,0.2625,249,0.25,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,16.2503385714286,5000,279,0.3075,233,0.285,328,0.29,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,19.5402860714286,6000,341,0.3525,278,0.3,398,0.31,400
35605_NCTC8726,FALSE,FALSE,FALSE,35605,22.8107778571429,7000,396,0.37,327,0.3325,475,0.34,400
