barcode,st,n_reads,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL,basecall_method,clonal_complex,MLST.CC,CC_filled,note,predicted_cc_is_correct,predicted_mlst_is_single
33,ND,3000,71.64,22*,168*,44*,298*,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,4000,73.06,6*,168*,44*,298*,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,5000,82.49,6*,373*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,6000,82.55,6*,168*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,7000,82.55,6*,168*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,8000,82.55,6*,168*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,9000,82.55,6*,168*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
33,ND,10000,82.55,6*,168*,44*,616,43*,55,51*,sup,,CC93,CC93,"Tested up to DLV, none found",,
34,ND,1000,36.33,301*,736*,750*,338*,44*,512*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,2000,39.36,302*,168*,750*,338*,44*,512*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,3000,51.57,302*,168*,750*,338*,537*,291*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,4000,51.67,302*,50*,750*,338*,537*,291*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,5000,51.9,302*,718*,750*,338*,537*,291*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,6000,53.28,302*,319*,750*,1*,537*,291*,"",fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,7000,73.83,302*,265*,750*,1*,537*,291*,507*,fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,8000,75.32,302*,265*,1*,1*,537*,291*,507*,fast,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,9000,77.03,3*,265*,1*,1*,4,291*,507*,fast,CC8,CC8,CC8,taken from DLV with 1 STs,TRUE,TRUE
34,ND,10000,85.51,3,265*,1*,1*,4,385*,507*,fast,CC8,CC8,CC8,taken from DLV with 1 STs,TRUE,TRUE
34,ND,1000,27.72,543,85*,750*,"",500*,"","",hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,2000,27.81,543,85*,750*,"",500*,"","",hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,3000,42.94,543,85*,750*,"",139*,670*,"",hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,4000,43.78,543,85*,750*,"",139*,670*,"",hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,5000,52.04,543,85*,750*,663*,139*,57*,296*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,6000,56.94,543,49*,750*,663*,4*,57*,72*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,7000,67.56,543,612*,750,663*,4*,57*,72*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,8000,67.59,543,612*,1,663*,4*,57*,72*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,9000,68.06,543,612*,1,663*,4,349*,72*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,10000,79.27,3,612*,1,663*,4,4*,72*,hac,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,1000,42.74,3,85*,750*,1,285*,17*,"",sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,2000,58.1,3,129*,750*,1,4,630*,"",sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,3000,58.13,3,129*,750*,1,4,630*,"",sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,4000,58.82,3,129*,750,1,4,630*,"",sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,5000,57.57,3,129*,750,1,4,255*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,6000,57.78,3,129*,750,1,4,290*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,7000,68.98,3,612*,1,1,4,290*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,8000,69.01,3,612*,1,1,4,290*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,9000,69.04,3,612*,1,1,4,290*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
34,ND,10000,80.97,3,612*,1,1,4,4*,296*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,1000,12.28,"",32*,"",79*,645*,287*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,2000,21.72,2*,32*,169*,79*,25*,287*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,3000,21.85,2*,32*,169*,79*,25*,287*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,4000,21.85,2*,32*,169*,79*,25*,287*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,5000,46.48,2*,32*,643*,79*,25*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,6000,59.25,2*,32*,491*,671*,213*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,7000,71.16,2*,32*,491*,671*,1010*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,8000,71.19,2*,32*,491*,1*,1010*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,9000,71.2,162*,32*,491*,1*,1010*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,10000,79.94,551*,3*,491*,1*,35*,501*,1020*,fast,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,1000,14.65,12*,3*,"",255*,588*,374*,"",hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,2000,24.68,973*,3*,"",255*,25*,374*,1014*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,3000,24.74,973*,1145*,"",255*,25*,374*,1014*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,4000,24.9,973*,1145*,1022*,255*,499*,374*,1014*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,5000,63.22,973*,1145*,1*,671*,25*,742*,1014*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,6000,64.26,973*,1145*,1,671,26*,742*,314*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,7000,76.69,973*,1145*,1,1*,485*,4*,314*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,8000,76.69,973*,1145*,1,1*,485*,4*,314*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,9000,76.69,973*,1145*,1,1*,485*,4*,314*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,10000,82.84,218*,3,1,1,960*,4*,314*,hac,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,1000,14.38,"",3*,"",79*,588*,"","",sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,2000,25.73,121*,3*,"",79*,609*,57*,12*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,3000,25.76,121*,3*,"",79*,609*,121*,12*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,4000,37.64,121*,3*,"",79*,350*,742*,12*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,5000,64.46,121*,3*,1,203*,350*,742*,12*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,6000,65.16,121*,3*,1,1,309*,742*,314*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,7000,78.36,121*,3*,1,1,244*,4,314*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,8000,78.43,121*,3*,1,1,244*,4,372*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,9000,78.78,121*,3,1,1,244*,4,372*,sup,,CC8,CC8,"Tested up to DLV, none found",,
41,ND,10000,83.84,2,3,1,1,4*,4,372*,sup,CC8,CC8,CC8,taken from DLV with 68 STs,TRUE,TRUE
42,ND,1000,18.71,"",96*,"","",111*,550*,"",fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,2000,18.84,"",250*,"","",111*,550*,"",fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,3000,37.22,"",530*,"","",950*,550*,364*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,4000,60.31,710*,530*,467*,"",950*,550*,364*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,5000,61.71,710*,530*,467*,"",11*,550*,364*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,6000,70.83,710*,530*,467*,31*,11*,550*,364*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,7000,79.32,710*,678*,467*,8*,11,5*,364*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,8000,87.17,710*,678*,467*,8*,11,5*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,9000,90.61,710*,678*,467*,8*,11,5,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,10000,94.37,1*,678*,467*,8*,11,5,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,1000,35.96,168*,806*,567*,"",11*,149*,"",hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,2000,50.14,168*,806*,567*,"",11*,149*,11*,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,3000,56.46,168*,678*,567*,"",11*,149*,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,4000,58.15,168*,678*,1,"",11*,149*,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,5000,70.05,710*,203*,1,"",11*,149*,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,6000,83.03,710*,162*,1,8*,11*,5*,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,7000,86.86,710*,162*,1,8*,11,5*,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,8000,92.76,710*,678*,1,8*,11,5,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,9000,95.14,1*,678*,1,8*,11,5,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,10000,98.16,1*,696*,1,8*,11,5,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,1000,28.66,395*,327*,666*,"",11*,30*,"",sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,2000,45.09,395*,80*,666*,62*,11*,227*,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,3000,46.03,395*,530*,666*,62*,11*,349*,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,4000,63.38,710*,530*,1,62*,11*,349*,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,5000,63.61,710*,530*,1,62*,11,349*,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,6000,73.7,710*,530*,1,8*,11,278*,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,7000,88.22,710*,530*,1,8*,11,5,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,8000,95.72,1*,678*,1,8*,11,5,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,9000,96.17,1,212*,1,8*,11,5,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
42,ND,10000,99.07,1,212*,1,8*,11,5,11,sup,,CC12,CC12,"Tested up to DLV, none found",,
49,ND,1000,35.46,442*,127*,"",28*,262*,270*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,2000,47.15,442*,373*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,3000,47.8,442*,832*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,4000,48.01,271*,832*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,5000,48.26,271*,832*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,6000,48.56,271*,832*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,7000,48.65,271*,469*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,8000,48.68,271*,469*,"",28*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,9000,51.56,271*,469*,"",15*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,10000,65,543*,469*,"",15*,11*,2*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,1000,38.67,"",228*,"",28*,11*,"",3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,2000,51.42,"",265*,"",28*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,3000,52.13,"",871*,"",28*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,4000,52.13,"",871*,"",28*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,5000,52.17,"",469*,"",28*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,6000,52.94,"",373*,"",28*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,7000,53.17,61*,106*,"",28*,11*,867*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,8000,53.3,61*,302*,"",28*,11*,867*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,9000,54.72,61*,831*,"",15*,11*,867*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,10000,70.99,3*,831*,"",15*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,1000,41.18,"",228*,"",28*,11*,"",3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,2000,52.62,425*,373*,"",28*,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,3000,52.78,425*,373*,"",28*,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,4000,52.85,425*,373*,"",28*,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,5000,52.88,425*,49*,"",28*,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,6000,54.72,425*,106*,"",28*,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,7000,54.92,425*,106*,"",28*,11*,867*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,8000,55.37,425*,106*,"",15,11*,867*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,9000,68.93,3*,106*,"",15,11*,867*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
49,ND,10000,71.35,543*,357*,907*,15,11*,19*,3,sup,,CC101,CC101,"Tested up to DLV, none found",,
50,101,10000,99.07,3,1*,14,15,11*,19,3*,sup,"",CC101,CC101,"",TRUE,TRUE
50,7257,5000,88.5,3,1*,14*,15*,860*,19,3*,sup,"",CC101,CC101,"",FALSE,TRUE
50,7257,6000,88.5,3,1*,14*,15*,860*,19,3*,sup,"",CC101,CC101,"",FALSE,TRUE
50,7257,7000,88.5,3,1*,14*,15*,860*,19,3*,sup,"",CC101,CC101,"",FALSE,TRUE
50,7257,8000,89.75,3,1*,14*,15,860*,19,3*,sup,"",CC101,CC101,"",FALSE,TRUE
50,7257,9000,97.71,3,1*,14*,15,860*,19,3*,sup,"",CC101,CC101,"",FALSE,TRUE
50,ND,1000,9.65,"",228*,"","",25*,198*,"",fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,2000,31.49,"",860*,144*,"",860*,198*,422*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,3000,46.02,"",170*,144*,"",860*,19*,422*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,4000,73.05,703*,170*,144*,337*,860*,19*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,5000,74.17,90*,170*,144*,337*,860*,19*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,6000,77.17,276*,1*,144*,337*,860*,19*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,7000,80.78,276*,1*,144*,15*,860*,19*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,8000,80.78,276*,1*,144*,15*,860*,19*,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,9000,86.06,276*,1*,144*,15*,781*,19,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,10000,95.2,276*,1*,14*,15*,781*,19,3*,fast,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,1000,15.85,"",47*,14*,"","",43*,"",hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,2000,37.52,"",185*,14*,"",11*,43*,422*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,3000,55.52,537*,185*,14*,"",11*,19*,305*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,4000,81.57,537*,542*,14*,337*,11*,19*,305*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,5000,84.66,3*,542*,1022*,337*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,6000,86.98,3*,395*,1022*,337*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,7000,87.43,3*,395*,1022*,15*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,8000,87.43,3*,395*,1022*,15*,11*,19*,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,9000,97.81,3*,395*,14*,15*,11*,19,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,10000,97.81,3*,395*,14*,15*,11*,19,3*,hac,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,1000,12.14,"",816*,"","",585*,19*,"",sup,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,2000,43.2,"",469*,14*,"",860*,19*,894*,sup,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,3000,65.12,124*,1*,14*,"",860*,19*,894*,sup,,CC101,CC101,"Tested up to DLV, none found",,
50,ND,4000,86.63,3*,395*,14*,15*,860*,19,3*,sup,,CC101,CC101,"Tested up to DLV, none found",,
57,12,7000,97.91,1*,3*,1*,8*,11*,5,11*,hac,"",CC12,CC12,"",TRUE,TRUE
57,12,8000,98.33,1*,3*,1*,8*,11*,5,11,hac,"",CC12,CC12,"",TRUE,TRUE
57,12,9000,98.65,1*,3*,1*,8*,11*,5,11,hac,"",CC12,CC12,"",TRUE,TRUE
57,12,9000,99.29,1*,3,1,8,11,5,11*,sup,"",CC12,CC12,"",TRUE,TRUE
57,12,10000,99.29,1*,3,1,8,11,5,11*,sup,"",CC12,CC12,"",TRUE,TRUE
57,ND,1000,12.73,791*,87*,"",8*,116*,"","",fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,2000,25.92,791*,210*,218*,8*,324*,"","",fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,3000,42.28,791*,179*,218*,8*,164*,460*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,4000,44.18,791*,87*,218*,8*,324*,91*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,5000,46.65,791*,87*,1*,8*,324*,91*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,6000,54.65,603*,87*,1*,8*,164*,91*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,7000,66.09,603*,87*,1*,8*,164*,5*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,8000,80.74,603*,87*,1*,8*,781*,5*,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,9000,86.28,603*,76*,1*,8*,781*,5,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,10000,88.08,603*,76*,1,8*,11,5,11*,fast,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,1000,11.31,201*,302*,"",8*,607*,"","",hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,2000,34.29,734*,302*,218*,8*,607*,428*,182*,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,3000,59.27,734*,87*,218*,8*,116*,762*,11*,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,4000,70.99,734*,87*,1*,8*,11*,721*,11*,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,5000,85.34,734*,345*,1*,8*,566*,5*,11*,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,6000,89.95,1*,345*,1*,8*,566*,5*,11*,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,10000,98.94,1*,3*,218,8,11*,5,11,hac,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,1000,22.29,267*,72*,"",8*,116*,36*,"",sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,2000,36.26,267*,531*,1*,8*,116*,36*,182*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,3000,56.72,267*,531*,1*,8*,113*,57*,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,4000,58.34,267*,87*,1,8*,113*,57*,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,5000,68.8,267*,87*,1,8,113*,5*,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,6000,72.54,1*,87*,1,8,113*,5*,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,7000,96.78,1*,3*,1,8,18*,760,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
57,ND,8000,97.71,1*,3,1,8,18*,5,11*,sup,,CC12,CC12,"Tested up to DLV, none found",,
58,ND,1000,9.04,442*,127*,"","",25*,649*,"",fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,2000,19.87,442*,306*,"","",25*,649*,327*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,3000,23.11,442*,127*,"","",25*,649*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,4000,42.95,442*,988*,8*,"",94*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,5000,55.2,205*,988*,8*,"",233*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,6000,55.75,205*,988*,761*,"",233*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,7000,55.97,205*,281*,761*,"",233*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,8000,67.9,205*,281*,761*,"",149*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,9000,67.94,205*,281*,761*,"",149*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,10000,72.05,205*,281*,761*,158*,149*,3*,262*,fast,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,1000,11.14,"","","","",441*,649*,"",hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,2000,26.08,"",244*,286*,"",441*,649*,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,3000,26.23,"",762*,286*,"",441*,649*,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,4000,51.96,303*,281*,8*,"",842*,649,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,5000,60.15,755*,281*,8*,"",842*,3,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,6000,60.18,755*,281*,8*,"",842*,3,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,7000,60.44,755*,281*,8*,"",233*,3,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,8000,73.31,755*,281*,8*,"",10*,3,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,9000,74.83,10*,277*,8*,158*,10*,3,212*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,10000,76.4,10*,812*,8*,79*,10*,3,2*,hac,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,1000,12.24,"",449*,"","",44*,3*,"",sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,2000,26.3,425*,302*,"","",44*,3*,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,3000,26.58,425*,303*,"","",44*,3*,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,4000,53.17,927*,319*,8*,"",44*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,5000,59.87,755*,319*,8*,"",44*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,6000,59.87,755*,319*,8*,"",44*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,7000,59.97,10*,319*,8*,"",230*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,8000,73.07,10*,319*,8*,"",880*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,9000,73.41,10*,319*,8*,"",880*,3,1045*,sup,,CC45,CC45,"Tested up to DLV, none found",,
58,ND,10000,77.08,10*,319*,8,378*,880*,3,2,sup,CC45,CC45,CC45,taken from DLV with 1 STs,TRUE,TRUE
65,ND,1000,13.88,185*,249*,292*,"",25*,"","",fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,2000,25.59,489*,249*,292*,"",25*,263*,"",fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,3000,44.54,489*,1142*,292*,8*,25*,263*,"",fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,4000,46.68,489*,1142*,292*,526*,25*,263*,"",fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,5000,56.66,489*,1142*,292*,526*,317*,263*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,6000,59.65,484*,1142*,292*,526*,317*,263*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,7000,60.35,484*,4*,292*,526*,317*,263*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,8000,63.77,484,4*,292*,526*,4*,263*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,9000,68.63,484,4*,292*,8*,4*,147*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,10000,68.67,484,4*,292*,8*,4*,57*,187*,fast,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,1000,12.58,"",49*,546*,"",35*,"","",hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,2000,30.42,489*,49*,546*,79*,35*,327*,"",hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,3000,48.53,489*,628*,546*,8*,25*,327*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,4000,50.43,562*,628*,546*,8*,25*,196*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,5000,68.16,562*,628*,546*,8*,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,6000,68.64,1,628*,546*,8*,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,7000,69.16,1,628*,546*,8*,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,8000,69.16,1,628*,546*,8*,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,9000,72.67,1,4*,546*,8,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
65,ND,10000,72.67,1,4*,546*,8,1015*,106*,182*,hac,,CC72,CC72,"Tested up to DLV, none found",,
